col_0,col_1,Country Name,col_3,HDI Score,Life expectancy,Expected yrs of schooling,Mean yrs of schooling,GNI per capita,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81
0.258,0.61,Gabon,-0.876,0.698,64.9,12.6,8.1,19044.0,0.616,0.591,2.077,0.192,0.015,0.841,-1.749,0.263,-0.012,-0.784,-0.652,2.219,-0.982,0.779,0.418,1.195,0.098,-0.488,-0.97,1.08,-2.172,-2.09,-0.147,-0.125,-0.068,0.273,-1.405,-0.446,-0.871,-1.169,-0.177,2.935,-0.01,0.193,0.245,-2.379,0.333,0.773,-1.875,-0.187,-0.555,2.037,-0.387,-1.066,1.033,-0.685,0.227,0.556,-1.096,0.799,-0.583,-0.46,-0.251,0.365,-1.662,-0.302,-0.917,1.073,-0.042,-0.848,-0.775,-1.607,-0.681,0.525,0.509,-0.189,-0.373,0.718,1.83,0.723,0.29,-1.49,1.281
-0.074,-0.021,Paraguay,-1.383,0.692,73.0,12.3,8.1,8182.0,0.593,1.109,0.382,-0.309,-0.785,0.547,1.304,0.194,-1.252,-0.691,-1.09,-0.159,0.059,-0.039,-1.776,0.895,-1.264,0.633,0.111,0.943,-0.008,-0.17,0.565,0.016,0.432,-0.998,0.107,2.054,0.725,-0.721,0.082,-1.028,0.879,1.31,0.475,0.67,1.299,0.783,-1.157,1.033,-0.988,0.147,1.738,-1.684,-0.651,-0.094,-0.592,2.054,-1.104,0.006,0.487,-0.028,1.645,0.245,0.86,0.842,-0.367,0.87,0.016,0.017,-0.696,0.505,-0.369,-0.878,0.654,-0.156,-0.681,-0.101,-0.575,0.189,-1.216,-1.264,0.048
-1.919,0.117,Turkmenistan,0.926,0.692,65.7,10.8,9.9,14026.0,-0.31,0.82,0.43,0.134,0.648,-0.239,-1.662,0.851,0.364,-0.916,-0.785,0.296,0.447,-0.418,1.064,-1.373,-1.793,0.023,-0.626,0.487,0.158,-0.266,1.636,0.219,0.74,-0.003,-0.319,-0.813,0.448,2.78,-0.369,-1.711,0.481,-0.074,0.708,0.985,0.668,0.335,-1.981,1.454,0.741,0.511,0.429,-0.107,-1.867,0.412,1.274,0.605,0.434,-0.558,0.197,0.274,-0.235,-0.603,-2.767,0.184,0.032,-0.81,0.18,0.331,-0.159,-1.163,0.946,-1.281,1.129,-0.225,-0.659,1.901,0.253,-0.182,-0.246,0.326,-1.647
-0.027,1.278,Egypt,1.909,0.691,71.3,13.1,7.1,10064.0,0.326,0.507,1.03,-0.152,-0.121,-0.367,1.033,-0.137,0.887,-0.832,-0.371,-1.517,-0.343,-2.026,0.253,0.351,-0.383,-1.406,0.494,1.072,-0.278,-0.4,-0.221,-0.446,2.572,-0.533,0.626,2.105,-0.159,-1.038,-1.579,-0.393,1.447,-0.185,1.178,-1.586,-0.714,0.565,-0.038,-0.48,0.535,0.202,0.339,1.606,-0.425,1.576,-0.114,0.473,-0.223,0.994,0.774,-0.601,-0.689,0.574,2.715,0.61,-0.349,-1.251,0.61,1.679,1.785,1.407,0.198,-0.072,-0.2,-0.627,0.6,0.341,-1.429,-0.247,-0.684,1.361,0.43
0.06,-0.592,Indonesia,-1.399,0.689,69.1,12.9,7.9,10053.0,-1.251,1.067,0.239,0.708,0.42,-0.392,1.127,0.39,-0.421,-0.067,-1.406,1.477,0.17,-1.071,1.385,-1.978,-0.124,-0.985,-2.855,-0.879,1.291,-0.115,0.069,-0.201,-2.249,-0.344,-0.08,0.035,-0.918,-1.354,-0.818,-1.568,-0.46,0.592,0.408,0.176,1.178,-0.212,0.819,-0.722,1.209,0.53,-0.128,-0.142,0.398,-1.858,-0.383,0.531,-1.682,0.528,-1.051,1.069,-0.685,-1.668,1.502,-0.232,0.903,-0.284,-0.035,-1.31,-0.165,-0.823,-2.034,-0.904,1.989,0.217,-0.861,-0.36,0.825,1.167,-1.826,0.039,-0.804
2.463,0.547,"Palestine, State of",0.563,0.683,73.1,12.8,8.9,5256.0,0.924,1.169,-0.259,0.957,-0.887,-0.922,-1.091,-0.103,-2.604,-0.716,0.016,-1.168,-0.963,1.911,0.444,0.047,-0.398,0.199,-0.857,0.349,0.422,0.264,0.193,0.368,0.609,-0.375,0.205,-1.376,0.092,0.734,0.391,-1.492,-0.43,0.099,-1.376,0.451,-0.3,0.542,1.107,0.139,-1.78,-0.12,-0.068,0.302,-0.463,-0.508,-0.925,-1.073,0.478,-0.768,-0.34,-0.208,-0.549,0.991,-0.261,-0.342,0.217,1.568,-0.368,0.482,-1.328,2.97,-0.976,0.791,-0.589,0.066,-0.605,-0.248,1.553,-0.491,1.057,0.211,-1.217
-0.192,-0.202,Viet Nam,-0.651,0.683,75.9,12.6,8.0,5335.0,-0.185,1.382,-0.196,-0.786,-0.437,1.615,-0.411,0.265,0.199,0.682,0.902,0.217,-0.207,-1.28,1.101,1.898,-1.184,-0.079,-1.126,-0.125,1.31,-0.15,2.392,1.04,-0.557,-0.98,-1.623,1.368,-1.565,-2.077,0.582,-1.001,-1.301,-0.39,-0.474,-0.073,-1.236,-0.338,0.415,0.831,1.064,-0.035,-0.263,1.376,-0.307,-2.127,0.269,0.116,-1.44,0.049,-0.226,-0.788,-0.594,-0.878,0.009,-1.153,0.908,0.646,-0.408,1.481,-0.501,1.467,0.975,0.815,0.234,-0.025,-2.087,0.04,0.04,0.577,-0.696,1.183,-0.834
0.302,-0.218,Philippines,-0.487,0.681,68.3,11.7,9.3,8395.0,-0.523,0.649,-0.072,-1.331,0.722,-0.322,-1.106,-0.583,0.437,1.487,-0.908,-1.097,0.61,0.189,0.467,-0.948,-0.4,-0.579,-0.256,0.847,-0.216,-1.264,-2.099,-1.955,-0.586,-1.957,1.888,0.126,0.143,-0.235,-0.016,-0.922,-0.429,0.516,2.943,-0.791,-0.172,0.002,-0.963,0.798,2.505,0.906,-0.302,-0.404,1.144,0.032,0.187,-0.03,0.14,-1.352,0.456,0.226,-1.28,-0.985,0.303,-0.37,-0.314,0.704,-0.612,0.759,0.757,-0.797,0.449,-1.903,0.245,0.413,-0.294,-1.143,-0.667,-0.348,1.196,-1.544,0.543
-0.035,1.099,El Salvador,-0.592,0.68,73.3,13.2,6.5,7732.0,1.049,-0.167,-0.037,-1.836,-0.373,1.217,-0.215,-2.439,0.404,-0.58,1.519,-0.589,0.157,1.007,1.346,-0.834,0.269,-0.481,-0.538,-0.115,0.937,0.486,0.683,-0.369,-0.62,-0.668,-0.164,0.851,0.872,2.146,1.157,-0.955,0.965,-0.653,0.724,1.016,1.438,-0.275,-1.932,-1.424,-0.452,2.346,0.531,2.036,0.106,0.272,0.388,0.322,0.238,0.686,-0.793,1.964,-1.124,-0.114,-0.589,-3.321,1.326,0.89,0.788,0.833,0.69,0.02,1.748,-0.828,-1.122,-0.43,-1.088,-0.767,0.36,1.94,0.882,0.52,1.259
-1.169,0.825,Bolivia (Plurinational State of),-0.864,0.674,68.7,13.8,8.2,6155.0,-0.704,0.147,0.728,0.508,1.727,1.521,-0.308,-0.134,1.236,0.239,0.511,-0.837,-0.587,-1.255,0.522,0.764,-0.045,0.696,0.798,-0.385,1.635,-1.949,-0.115,0.214,-0.909,0.193,0.698,1.224,-1.251,-1.545,0.397,0.518,1.3,-0.611,2.369,-0.403,0.165,-0.457,-1.757,1.912,1.895,-1.4,-0.936,1.992,-0.843,1.591,-1.027,0.117,0.886,-0.262,0.916,0.335,-0.829,0.433,0.193,-0.59,-0.166,0.421,-0.647,0.588,-0.2,0.754,1.683,-1.46,-0.286,-0.487,0.079,-1.785,0.417,0.742,0.557,-0.012,0.483
1.143,0.814,South Africa,0.049,0.666,57.7,13.0,10.3,12087.0,-1.408,1.207,0.052,-1.103,-0.4,0.998,0.78,1.423,-1.071,0.5,1.031,-0.608,0.224,0.185,-0.098,-1.543,0.183,-0.518,-1.859,0.541,1.312,-2.05,0.567,-0.918,1.685,-1.348,-0.836,0.338,-1.533,-1.982,-0.747,-0.506,0.96,-0.528,1.395,-1.485,0.013,-0.689,-1.269,-0.641,-0.263,-0.104,-1.076,-0.131,0.702,0.121,-1.601,0.38,1.782,-0.436,1.186,-0.363,0.592,0.164,-0.144,-0.082,-0.971,0.121,0.847,1.298,0.683,0.784,-0.342,-0.463,0.162,1.38,-0.951,-0.923,0.081,1.246,0.613,0.566,0.632
0.752,1.305,Kyrgyzstan,-0.831,0.664,70.8,13.0,10.8,3097.0,-1.557,-0.817,0.733,-2.153,0.225,-0.432,1.31,0.926,0.68,0.472,-0.658,-0.539,0.715,0.938,2.272,-0.633,-0.67,-0.088,0.045,0.876,-1.092,0.739,-0.657,1.731,0.842,0.016,0.308,-0.592,1.579,-1.499,-0.281,-0.18,-1.794,1.353,0.242,-2.049,1.637,0.468,-0.889,-0.265,-1.372,-1.18,-1.123,-0.578,0.198,1.044,0.626,-0.311,-1.365,-0.033,-0.989,-1.527,-0.381,-0.743,-0.094,0.564,2.177,0.662,0.019,-1.087,-2.273,0.442,2.503,0.455,-0.432,0.559,0.105,0.094,0.179,-0.584,-0.615,-0.483,0.473
0.791,0.021,Iraq,0.27,0.65,,,,,0.606,0.369,-0.081,0.389,0.933,0.404,1.396,0.965,1.193,0.076,0.855,-0.548,-2.05,0.012,0.889,0.596,1.172,2.17,0.558,-0.668,-0.254,0.507,-0.049,-0.635,0.023,1.9,-1.303,0.976,-0.612,0.898,-1.403,0.894,1.083,-3.221,0.301,1.261,-1.431,1.311,-0.16,-0.903,-0.306,1.592,2.046,0.697,-2.522,0.584,1.485,0.059,-0.052,0.04,-0.491,-0.219,-0.207,-0.506,0.181,-0.269,-1.825,-0.546,-0.521,-1.386,0.104,1.252,0.024,-0.242,2.441,0.827,-0.145,0.3,-0.174,1.058,1.858,-0.818,0.101
-0.909,0.682,Cabo Verde,-0.05,0.649,73.5,13.5,4.8,6049.0,-1.28,-0.393,0.079,2.493,-1.418,-0.024,-0.562,1.236,-1.779,0.743,-1.092,0.833,1.159,2.868,0.574,-0.634,-1.176,-1.424,1.857,-0.061,-0.345,-0.057,0.711,-0.041,1.351,1.023,0.452,0.001,1.136,1.125,-0.108,-0.766,-1.839,0.396,-0.037,0.617,-1.286,1.171,-1.014,2.698,1.048,-0.588,0.53,-0.348,0.428,-0.435,-1.026,-1.228,-0.276,0.895,-0.532,0.235,1.27,-1.133,-1.314,0.348,-0.739,-1.414,0.618,-0.006,0.861,-0.123,-0.963,-0.59,-0.839,1.226,1.672,-1.979,0.996,-0.313,0.043,0.141,0.697
1.403,-0.31,Morocco,-0.239,0.647,74.3,12.1,5.0,7195.0,1.755,0.029,-1.998,-0.006,-1.761,-0.904,-0.209,0.089,0.32,0.482,0.89,-1.105,-0.336,-1.669,-1.276,-0.236,0.488,-1.852,-0.482,-1.058,0.489,-1.395,3.113,0.556,-1.513,1.644,-0.356,0.686,-0.154,-0.513,1.112,-0.265,0.898,0.034,-1.738,0.088,-1.616,-1.257,0.339,0.242,-0.838,-1.443,0.304,-1.157,0.392,-1.409,1.589,-0.32,0.434,0.591,2.632,-0.388,1.295,-0.225,0.04,-2.18,-0.627,0.723,-0.727,-2.161,-0.833,-0.367,-0.634,1.3,1.179,0.526,0.497,-0.137,0.736,0.11,0.302,1.649,-2.419
-1.402,0.324,Nicaragua,-0.908,0.645,75.2,11.7,6.5,4747.0,-2.082,1.278,0.916,0.838,-1.526,0.324,-1.683,0.197,-0.504,-1.238,0.172,0.221,0.425,1.059,-1.288,0.744,1.182,0.784,0.324,-2.498,0.686,-0.708,0.808,-0.591,-1.331,0.391,0.029,-2.154,-0.162,0.683,0.685,0.366,-0.368,-1.681,0.018,-0.44,0.373,1.289,-0.232,-0.851,-0.6,0.638,-1.058,1.281,0.02,0.275,0.284,1.391,0.216,-0.156,-0.43,-1.665,-0.282,1.075,0.163,-0.057,2.508,1.238,0.638,1.231,-0.836,-0.347,-2.257,-2.305,0.856,0.928,-1.84,0.563,-0.983,1.635,-0.649,0.861,0.111
0.587,-0.13,Namibia,-0.577,0.641,65.1,11.7,6.7,9770.0,1.696,0.191,0.346,0.082,1.263,-1.179,-0.806,-0.618,-0.082,0.869,0.553,1.218,1.197,-0.173,0.293,0.422,0.481,-0.679,-1.804,0.2,-0.839,-0.263,-0.848,-1.847,-2.178,1.168,0.698,0.447,0.438,1.39,1.402,-1.942,0.703,0.31,1.211,-0.529,0.166,-0.318,0.011,0.864,0.594,1.744,0.623,1.216,0.892,-1.492,-0.007,0.319,-0.353,0.764,1.678,-0.851,-0.631,-0.004,0.129,-1.68,1.807,-1.118,0.213,1.221,-1.866,0.858,1.607,1.237,-0.014,-1.579,-1.265,-0.163,-1.011,-1.043,-0.931,-0.508,-1.045
2.19,0.097,Guatemala,0.755,0.639,72.1,10.7,6.3,7063.0,0.211,0.046,0.998,-0.099,-0.552,1.188,0.965,-0.316,0.348,0.887,-1.176,-0.513,-1.372,0.772,0.146,0.267,-0.203,-0.318,-2.392,0.609,0.068,-1.596,-0.424,-0.429,-0.699,-0.724,-1.233,-0.639,-0.884,1.787,-0.303,-2.385,-1.332,0.476,-0.6,-1.076,1.543,0.601,1.14,0.769,0.003,0.664,-0.117,0.156,-0.672,1.295,-0.398,-0.021,-0.441,0.401,-1.267,1.455,-0.864,0.859,-0.216,-1.208,1.494,0.822,-0.596,-0.433,1.59,0.365,1.595,-0.544,-0.865,0.204,0.055,-0.634,-0.254,0.203,0.477,-1.341,1.163
-0.991,0.595,Micronesia (Federated States of),0.501,0.638,69.3,11.7,9.7,3291.0,-0.097,-1.36,-2.896,0.919,2.558,-0.465,1.616,0.616,-0.487,-0.763,-0.895,-0.718,-0.709,0.441,-0.614,-0.339,-0.528,-0.781,0.845,0.262,-2.02,-0.739,-0.453,1.029,0.162,-0.644,-0.684,1.653,0.132,-0.246,1.346,0.346,1.171,0.59,0.412,-0.431,0.243,-0.906,-1.18,-0.188,0.585,0.205,0.214,-1.263,0.336,-0.162,-1.385,1.896,-1.116,-0.427,-0.99,1.434,0.693,1.455,1.138,-0.187,-0.331,1.681,0.529,-0.371,-0.72,0.291,-1.016,-0.078,-0.768,-0.183,-0.93,-0.412,0.737,0.438,0.218,-1.682,-0.147
-0.566,-0.818,Guyana,-0.978,0.637,66.5,10.3,8.4,6884.0,-0.545,0.746,2.088,-0.29,-0.564,0.201,-1.234,1.204,-0.676,0.038,0.597,-0.231,-0.289,-0.733,0.141,0.37,1.036,-0.26,-0.006,-1.95,1.442,0.652,-1.796,-0.337,0.103,-2.739,0.457,0.623,-0.381,-2.301,-0.193,0.492,-1.465,-2.652,0.852,-2.12,-0.404,0.142,0.419,0.841,0.238,0.409,-0.977,-1.23,-1.567,1.195,0.988,-1.361,0.988,-0.125,-0.687,-0.887,-0.205,-0.588,-0.354,1.276,2.426,-0.002,0.547,-0.072,0.241,0.795,-0.228,-0.527,-0.518,1.678,-2.968,-0.541,0.148,0.52,-0.789,1.316,0.031
0.1,2.092,Tajikistan,0.099,0.628,69.6,11.3,10.4,2601.0,0.399,0.645,-0.14,0.267,0.185,0.283,-0.592,-0.139,0.034,0.683,-0.948,1.18,-0.784,0.229,1.589,-0.124,-1.423,1.599,1.179,-0.351,-0.512,1.427,-0.33,-0.846,0.149,1.186,2.098,0.24,-1.32,-0.821,1.472,2.064,-0.668,1.366,-0.91,-0.736,0.002,0.314,-0.014,-0.825,0.48,1.415,0.16,0.107,0.407,-0.48,-0.776,-1.109,0.459,-0.148,-0.846,0.673,-0.386,-0.187,0.227,0.371,0.368,-0.818,1.158,0.052,0.604,-2.051,0.096,1.543,-1.786,0.928,1.35,-0.637,-0.643,-0.451,-1.438,-0.955,-1.505
-0.503,-1.006,Honduras,0.751,0.625,73.3,11.2,6.2,4466.0,-0.038,2.163,1.108,0.322,1.542,-0.259,-0.026,-0.45,-1.087,-0.209,0.463,0.194,1.735,-1.858,0.695,0.458,-0.97,0.802,-1.373,-2.218,0.056,-0.419,0.733,0.926,-1.411,1.54,-0.138,0.486,0.337,-0.427,-0.022,0.158,-0.998,-0.738,-0.451,-0.311,0.118,-1.485,-0.333,-0.493,-0.432,-0.874,-0.424,-0.5,1.953,0.269,-0.78,1.713,0.918,0.505,-0.268,-1.179,-0.814,2.171,1.297,0.018,0.977,0.123,0.966,0.127,1.512,0.31,-0.96,-1.231,-1.003,-0.63,0.72,0.174,0.262,2.086,-1.27,-0.326,1.017
-1.551,-1.214,India,-1.669,0.624,68.3,11.7,6.3,5663.0,1.103,-0.308,-1.04,-0.668,2.006,0.587,0.28,0.001,-1.086,1.073,-1.367,-0.531,-0.857,0.603,-1.141,-0.497,-0.398,0.862,0.52,1.37,-0.31,0.756,-1.274,-0.331,0.803,-0.553,0.591,-0.998,-0.263,-0.259,0.707,0.82,-1.754,0.687,-1.018,0.61,-1.672,0.608,0.885,-2.01,0.232,-0.112,-0.766,-0.341,-0.995,0.209,0.992,0.046,-0.31,-0.367,-0.709,1.404,-0.77,1.444,-0.079,-0.02,0.18,-0.551,0.491,0.558,-0.154,0.219,-1.755,0.012,-1.482,0.373,0.521,2.308,-0.331,-1.295,1.196,1.321,0.627
0.069,1.158,Bhutan,0.543,0.606,69.9,12.5,3.1,7081.0,0.114,0.219,0.613,0.992,2.062,-0.475,-0.81,0.601,0.679,2.364,0.848,0.484,-0.556,0.298,-0.112,-0.183,1.238,-1.416,1.869,-1.086,1.146,-1.914,1.048,-0.51,0.24,-0.254,-0.107,1.623,-0.157,-0.188,1.475,-0.195,0.095,0.741,-0.822,-0.04,2.71,1.346,0.879,-1.324,-0.927,-0.453,0.734,1.022,-0.76,-0.045,-1.883,-0.243,-0.657,-0.39,-0.819,0.245,0.32,-1.672,0.214,-0.714,-0.049,-0.617,-1.128,-0.173,-0.539,1.669,-0.21,0.527,1.346,0.168,-0.607,-0.744,0.88,1.459,-0.613,-1.614,0.557
-1.062,0.792,Timor-Leste,-0.663,0.605,68.5,12.5,4.4,5371.0,0.15,0.249,-1.053,-0.175,1.208,0.871,0.424,-1.444,-1.149,-0.786,-1.233,-1.102,0.204,0.639,-0.805,-0.99,0.38,-1.151,0.42,1.255,-2.838,0.659,0.488,0.149,0.733,-0.754,1.942,1.991,-1.21,1.119,-0.193,0.297,1.806,-0.877,-1.288,0.795,0.52,-0.175,-0.946,1.808,1.288,-1.168,-1.538,0.733,-0.71,-0.433,-1.524,-1.199,-1.078,1.969,1.158,0.95,-1.315,0.387,-0.096,-0.544,-0.252,0.433,2.449,0.943,0.173,-1.529,-0.321,-1.611,0.618,0.454,0.428,-0.318,0.333,1.215,-0.339,1.492,-0.813
0.474,0.624,Vanuatu,0.571,0.597,72.1,10.8,6.8,2805.0,-0.364,1.577,-0.624,-0.756,1.024,-1.346,-0.474,-2.296,0.666,-1.381,0.552,0.681,-1.202,1.058,-0.388,-0.035,-0.968,-2.839,0.277,0.946,-0.017,-0.804,-0.734,0.771,-1.893,0.383,-1.747,0.393,1.591,1.274,0.218,1.667,2.667,0.66,-0.9,1.349,0.21,1.36,-0.182,1.641,-0.634,-0.328,0.565,1.378,0.13,0.392,-0.018,0.448,0.359,0.94,1.224,-1.715,0.995,0.001,1.237,0.427,-0.21,-1.604,-1.404,0.446,1.284,1.557,-0.388,-0.92,0.786,-1.019,-0.704,-0.052,-0.315,1.901,1.45,-0.254,-0.774
-0.919,0.628,Congo,-0.763,0.592,62.9,11.1,6.3,5503.0,-0.057,-0.095,1.914,0.537,0.593,0.126,-0.014,-0.551,0.463,0.304,0.626,0.409,-0.396,0.368,-0.414,-0.811,-0.31,-0.809,0.009,-0.901,-0.106,0.307,-0.142,2.382,0.311,1.125,0.095,1.59,0.877,-0.172,1.289,-2.124,0.097,-0.385,1.419,1.058,0.615,-0.19,0.281,0.066,1.129,1.108,0.684,-0.991,-1.063,-0.926,0.293,0.544,-1.04,-0.761,0.949,0.678,-0.534,0.826,-0.258,-1.385,0.608,-1.444,0.949,-0.607,-0.17,0.075,0.223,-0.148,0.589,0.36,0.205,-0.687,0.232,-1.588,-1.122,-1.149,0.224
1.55,-0.012,Equatorial Guinea,-1.805,0.592,57.9,9.2,5.5,21517.0,0.308,0.279,-0.191,-0.898,0.778,1.939,0.546,-1.221,-1.726,0.722,-0.697,-0.308,0.317,0.148,-0.478,-1.114,-0.614,0.957,-1.571,-1.133,-0.454,-0.248,1.598,0.827,-1.188,-1.743,-1.626,-0.569,0.964,1.098,-0.133,0.414,1.117,-2.071,-0.915,0.471,0.709,0.85,-0.273,1.663,-0.234,0.567,-0.88,-0.343,0.421,-1.209,0.485,-1.094,1.849,0.571,0.524,-0.008,-0.15,-0.745,1.283,0.593,0.367,0.019,0.431,1.335,-0.955,0.489,1.43,-0.887,0.167,-0.228,-0.921,1.098,1.315,-0.869,-0.727,-0.247,-0.694
-0.783,-0.897,Kiribati,-1.628,0.588,66.2,11.9,7.8,2475.0,-1.71,0.608,0.217,0.028,-0.551,-1.0,0.006,-0.508,-0.678,-0.231,0.582,-0.839,-0.333,-0.881,-1.255,0.259,-0.71,0.517,1.356,0.35,1.726,1.32,0.734,1.16,-0.397,0.409,-2.507,-0.797,-0.305,0.358,-1.321,2.136,0.232,1.168,0.126,0.012,-0.141,-2.219,0.585,-0.16,0.202,0.644,-0.82,0.759,0.847,1.243,-0.302,-0.14,-1.308,0.118,0.093,0.852,-1.337,-0.84,-0.104,-0.389,-0.031,-0.022,-1.174,-1.358,-1.541,1.676,-0.303,-0.816,1.461,0.282,1.516,-2.371,-0.57,1.492,-0.769,-0.723,0.435
-0.322,0.076,Lao People's Democratic Republic,0.048,0.586,66.6,10.8,5.2,5049.0,-1.348,0.187,0.87,-0.009,-0.818,-0.678,-0.436,-0.148,1.194,1.453,0.26,-0.887,-0.093,-0.712,-0.128,0.213,0.979,-0.222,-0.611,-0.844,-0.887,-0.874,0.009,-0.506,0.534,-0.277,0.297,0.041,-1.729,0.065,2.143,0.282,0.499,-0.775,-0.503,-0.981,-0.631,2.419,0.281,-0.243,-0.495,0.146,-0.223,0.448,0.534,0.727,2.53,-0.336,0.274,0.392,-0.497,0.915,-0.012,-0.676,-0.859,0.826,1.51,0.344,-0.124,-0.092,-1.221,0.561,0.17,-0.35,-0.611,-0.724,-1.57,-0.531,0.403,-1.877,1.618,0.441,-2.161
0.814,-0.677,Zambia,0.26,0.579,60.8,12.5,6.9,3464.0,0.743,-0.446,0.496,1.086,-0.003,0.514,-0.11,-0.453,-0.981,-1.339,-0.539,0.535,-0.529,1.187,-0.561,0.783,-1.372,-0.022,0.504,0.102,0.772,0.628,-0.238,-1.026,0.091,0.113,0.139,0.435,1.953,0.907,-0.47,1.651,-0.342,-0.854,1.179,0.74,0.599,1.495,1.833,0.057,-1.016,0.523,0.282,1.532,-1.768,0.066,-0.228,0.256,1.567,0.137,-0.953,0.066,-0.328,-0.572,0.679,0.961,-2.967,1.875,-0.079,0.967,0.864,0.4,0.727,0.65,0.107,-0.585,1.232,0.818,-0.07,-1.606,1.993,-0.648,-0.488
-1.231,0.975,Ghana,-0.904,0.578,61.5,11.5,6.9,3839.0,0.171,0.194,0.15,0.475,-0.17,0.18,-0.088,1.452,-0.464,0.693,-1.009,1.229,-1.514,1.436,-2.929,-0.431,1.609,-0.689,-1.563,-0.483,0.356,-0.28,0.077,0.062,-0.852,0.459,-0.285,-0.394,-0.061,0.072,0.159,-0.629,0.195,-0.403,1.311,1.68,0.386,-0.285,-1.53,-0.125,-1.745,-0.801,-0.153,0.421,0.995,1.665,-0.231,-1.119,0.599,1.19,0.363,-0.601,-0.05,0.815,-0.305,-1.673,0.51,0.105,1.306,-0.723,-0.321,0.242,0.554,-0.343,0.747,1.174,0.039,-0.294,0.427,-0.488,0.752,-1.912,1.797
0.227,-0.147,Bangladesh,0.639,0.579,72.0,10.2,5.2,3341.0,-0.184,1.074,0.365,-0.025,-0.453,0.351,-0.37,0.327,0.462,-0.606,-1.963,-0.637,0.322,-0.238,2.053,0.408,0.828,0.205,-1.179,-1.781,1.262,-0.158,-0.512,0.107,0.006,-0.188,-0.106,0.538,-0.749,2.058,1.156,-0.032,0.537,0.272,0.864,0.342,-0.81,-1.972,-0.122,-0.215,-1.055,-0.31,0.434,1.848,0.937,-0.268,-0.797,1.252,0.176,0.346,-1.174,0.78,1.472,-1.181,0.621,-0.582,0.718,0.598,-0.713,0.31,-0.608,-0.483,-0.614,1.078,-1.321,-1.052,-0.489,-0.821,-0.655,0.192,0.783,-0.221,0.439
1.307,-0.825,Sao Tome and Principe,-1.662,0.574,66.6,12.0,5.3,3070.0,0.018,-1.027,2.403,0.818,0.696,0.489,-0.259,0.3,0.783,1.719,0.35,0.458,1.755,0.046,1.089,0.551,1.091,0.766,1.435,-2.23,-0.667,-0.184,-2.105,-1.079,-1.532,-0.104,3.098,0.306,0.417,-1.438,-0.608,0.034,-0.578,-0.057,0.306,1.917,1.419,0.288,-0.909,1.143,-0.324,0.192,1.763,0.54,0.83,1.323,0.124,0.916,-0.968,-0.062,-0.994,-0.06,0.178,-0.623,-2.729,-0.856,1.147,-0.976,-0.262,0.543,-0.716,-0.028,0.096,-0.998,3.097,-0.978,0.167,0.441,0.11,1.592,-0.58,-1.357,0.167
-1.607,-0.321,Cambodia,-0.066,0.563,68.8,10.9,4.7,3095.0,0.348,0.133,-0.058,1.39,0.955,0.635,1.599,0.622,-0.252,1.993,-1.565,-2.087,0.018,-0.905,-0.376,0.445,-0.463,-1.616,-0.347,0.227,-0.733,-0.846,2.042,-0.175,1.15,-0.214,-0.258,-0.998,1.167,-0.515,-1.008,-2.218,-0.077,0.548,-0.231,-1.526,0.293,-1.444,0.604,0.15,0.212,0.278,-0.508,1.062,0.373,0.176,0.615,-0.363,-1.382,1.042,1.153,-0.873,-0.795,-1.789,0.005,-1.813,-0.065,0.768,-2.336,-0.861,0.085,-0.716,0.548,-1.252,0.029,-0.052,0.733,0.906,1.108,-0.185,1.947,0.204,1.985
0.185,0.413,Nepal,-1.211,0.558,70.0,12.2,4.1,2337.0,-0.54,-0.7,0.201,0.558,0.088,1.11,0.561,-1.139,-0.598,-0.767,0.095,-0.585,0.225,1.173,0.019,-0.826,-0.15,0.3,1.453,-0.562,1.096,-0.014,0.155,0.399,-0.205,0.97,0.51,0.519,-0.023,-0.127,0.254,-1.168,-0.058,-1.339,-1.192,-1.154,0.73,0.445,-1.617,0.712,1.01,0.32,-1.715,-0.324,0.22,-1.025,1.204,-0.216,0.77,0.233,1.901,-0.92,-0.711,1.007,-0.46,-1.033,0.208,-0.526,1.735,-0.072,-0.239,-0.045,-1.128,1.926,0.142,-0.772,1.367,0.211,-0.937,-0.608,0.268,-1.187,-2.336
0.26,-0.564,Myanmar,-0.652,0.555,66.1,9.1,4.7,4943.0,-0.778,1.195,1.051,0.01,1.478,0.41,-0.295,1.039,1.422,-0.55,-0.263,-0.031,0.693,0.665,-1.172,0.149,-1.433,0.932,-0.078,-0.553,0.425,-0.063,0.398,0.36,1.119,0.419,-0.649,0.864,1.279,0.439,-1.793,-1.097,0.826,-0.742,1.944,0.855,1.392,0.412,0.346,1.031,-0.446,-0.138,0.826,0.014,1.032,1.848,-1.489,-0.136,1.506,0.121,0.393,-1.477,0.595,1.271,-1.063,2.441,0.986,0.071,-1.07,-0.157,-0.273,-2.336,1.264,-0.658,1.257,-0.885,0.313,-0.801,-1.329,0.311,0.853,-0.488,-0.815
